,Address,Fire.alarm
1810,500 block hope ave,1
1811,500 block hudson st,1
1812,500 block james st,20
1813,500 block jefferson st,1
1814,500 block kellogg st,2
1815,500 block kennedy st,4
1816,500 block kinne st,1
1817,500 block lafayette ave,2
1818,500 block lafayette rd,22
1819,500 block lakeview ave,1
1820,500 block lambreth ln,1
1821,500 block lamson st,1
1822,500 block lilac st,5
1823,500 block lillian ave,1
1824,500 block lincoln ave,2
1825,500 block lodi st,24
1826,500 block lodi st n,1
1827,500 block longmeadow dr,1
1828,500 block lorraine ave,1
1829,500 block magnolia st,4
1830,500 block malverne dr,1
1831,500 block maplehurst ave,1
1832,500 block marguerite ave,2
1833,500 block markland ave,2
1834,500 block marlborough rd,1
1835,500 block martin luther king w,7
1836,500 block mather st,10
1837,500 block matson ave,3
1838,500 block may ave,1
1839,500 block mckinley ave,2
1840,500 block mclennan ave,1
1841,500 block melbourne ave,2
1842,500 block merrill st,5
1843,500 block merriman ave,4
1844,500 block midland ave,6
1845,500 block midler ave n,3
1846,500 block miles ave,4
1847,500 block milford dr e,3
1848,500 block moore ave,10
1849,500 block newell st,1
1850,500 block nichols ave,4
1851,500 block north ave,1
1852,500 block norwood ave,2
1853,500 block oakley dr e,1
1854,500 block oakwood ave,1
1855,500 block onondaga creek blvd,2
1856,500 block onondaga st e,1
1857,500 block ostrander ave,3
1858,500 block pacific ave,1
1859,500 block palmer ave,4
1860,500 block parkway dr,1
1861,500 block pattison st,1
1862,500 block primrose ave,2
1863,500 block putnam st,1
1864,500 block reed ave,1
1865,500 block rich st,3
1866,500 block richfield ave,1
1867,500 block richmond ave,3
1868,500 block rider ave,2
1869,500 block rigi ave,1
1870,500 block riverdale dr,2
1871,500 block robineau rd,1
1872,500 block robinson st,1
1873,500 block rockland ave,2
1874,500 block roosevelt ave,2
1875,500 block ross park,1
1876,500 block sabine st,1
1877,500 block salina st s,6
1878,500 block scott ave,1
1879,500 block scottholm ter,2
1880,500 block searlwyn rd,1
1881,500 block sedgwick st,3
1882,500 block seeley rd,2
1883,500 block seneca dr,3
1884,500 block seneca tpke e,1
1885,500 block seymour st,1
1886,500 block sherwood ave,1
1887,500 block shirley dr,1
1888,500 block shonnard st,2
1889,500 block south ave,2
1890,500 block stafford ave,2
1891,500 block state st s,1
1892,500 block sunrise dr,1
1893,500 block sunstruck dr,4
1894,500 block taft ave,1
1895,500 block teall ave,2
1896,500 block tennyson ave,1
1897,500 block twin hills dr,1
1898,500 block valley dr,2
1899,500 block valley dr dr,1
1900,500 block vann st,4
1901,500 block wadsworth st,1
1902,500 block walton st,1
1903,500 block warner ave,2
1904,500 block warren st s,8
1905,500 block washington sq,6
1906,500 block washington st e,1
1907,500 block waverly ave,2
1908,500 block webster ave,6
1909,500 block west st s,7
1910,500 block wilkinson st,4
1911,500 block willow st,4
1912,500 block woodbine ave,3
1913,500 block wyoming st,11
1914,600 block academy pl,1
1915,600 block ainsley dr,1
1916,600 block allen st,1
1917,600 block alvord st s,3
1918,600 block apple st,3
1919,600 block arlington ave,1
1920,600 block arthur st,1
1921,600 block ash st,1
1922,600 block audubon pkwy,12
1923,600 block avery ave,6
1924,600 block baker ave,1
1925,600 block barrington rd,1
1926,600 block basin st,3
1927,600 block bear st,1
1928,600 block beard ave,1
1929,600 block beech st n,5
1930,600 block beech st s,6
1931,600 block beecher st,4
1932,600 block bellevue ave,2
1933,600 block berkshire ave,1
1934,600 block boyden st,1
1935,600 block bradford pkwy,4
1936,600 block brighton ave,11
1937,600 block broad st,1
1938,600 block bruce st,1
1939,600 block bryant ave,1
1940,600 block buckingham ave,2
1941,600 block burdick ave,1
1942,600 block burnet ave,13
1943,600 block burt st,26
1944,600 block butternut st,1
1945,600 block calthrop ave,2
1946,600 block carbon st,4
1947,600 block carlton rd,1
1948,600 block catherine st,4
1949,600 block centennial dr,4
1950,600 block chemung st,3
1951,600 block chinook dr,2
1952,600 block clairmonte ave,1
1953,600 block clarence ave,3
1954,600 block cleveland ave,1
1955,600 block clinton st s,7
1956,600 block coleridge ave,1
1957,600 block collingwood ave n,1
1958,600 block collingwood ave s,3
1959,600 block columbus ave,7
1960,600 block comstock ave,4
1961,600 block corcoran ct,1
1962,600 block cortland ave,7
1963,600 block court st,40
1964,600 block craddock st,1
1965,600 block craig st,2
1966,600 block crossett st,4
1967,600 block crouse ave n,1
1968,600 block crouse ave s,4
1969,600 block dale st,1
1970,600 block daybreak ln,1
1971,600 block demong dr,2
1972,600 block dewitt rd,1
1973,600 block division st e,1
1974,600 block driscoll ave,1
1975,600 block edwards ave n,3
1976,600 block edwards ave s,2
1977,600 block elm st,1
1978,600 block elsner st,1
1979,600 block erie blvd e,26
1980,600 block erie blvd w,1
1981,600 block erie st,6
1982,600 block esf campus dr w,1
1983,600 block essex st,2
1984,600 block fabius st,2
1985,600 block farmer st,2
1986,600 block fayette st,26
1987,600 block fayette st e,1
1988,600 block fellows ave,1
1989,600 block fitch st,3
1990,600 block franklin st s,13
1991,600 block furman st,2
1992,600 block garfield ave,1
1993,600 block geddes st n,3
1994,600 block geddes st s,3
1995,600 block genesee park dr,6
1996,600 block genesee st e,7
1997,600 block gifford st,19
1998,600 block glenwood ave,1
1999,600 block grand ave,1
2000,600 block grant ave,4
2001,600 block grant blvd,7
2002,600 block green st,5
2003,600 block greenway ave,3
2004,600 block greenwood pl,1
2005,600 block griffiths st,1
2006,600 block hamilton st,1
2007,600 block harriette ave,1
2008,600 block hartson st,2
2009,600 block hawley ave,10
2010,600 block hazelhurst ave,1
2011,600 block helen st,1
2012,600 block herbert st,2
2013,600 block hiawatha blvd e,2
2014,600 block hiawatha blvd w,14
2015,600 block hickok ave,1
2016,600 block hier ave,1
2017,600 block highland st,1
2018,600 block highridge dr,2
2019,600 block hillside st,3
2020,600 block hillview ave,3
2021,600 block hoefler st,2
2022,600 block holland st,1
2023,600 block holmes st,1
2024,600 block hovey st,1
2025,600 block hubbell ave,1
2026,600 block hudson st,12
2027,600 block hurlburt rd,1
2028,600 block james st,16
2029,600 block jefferson st,3
2030,600 block john st,2
2031,600 block kellogg st,5
2032,600 block kennedy st,1
2033,600 block kensington pl,2
2034,600 block kenwood ave,2
2035,600 block kimber rd,3
2036,600 block kingsley pl,1
2037,600 block kinne st,1
2038,600 block kirk ave,2
2039,600 block kirkpatrick st,14
2040,600 block knaul st,1
2041,600 block kramer dr,2
2042,600 block laforte ave,2
2043,600 block lakeview ave,1
2044,600 block leavenworth ave,1
2045,600 block lewis st,2
2046,600 block lexington ave,1
2047,600 block liberty st,2
2048,600 block lillian ave,4
2049,600 block lodi st,3
2050,600 block loma ave,2
2051,600 block lydell st,1
2052,600 block mains ave,1
2053,600 block malverne dr,2
2054,600 block marlborough rd,1
2055,600 block marshall st,1
2056,600 block martin st,1
2057,600 block mcbride st n,2
2058,600 block melrose ave,1
2059,600 block merriman ave,2
2060,600 block merritt ave,1
2061,600 block midland ave,3
2062,600 block midler ave n,12
2063,600 block midler ave s,2
2064,600 block mildred ave,1
2065,600 block milton ave,1
2066,600 block montgomery st,29
2067,600 block monticello dr n,1
2068,600 block mount olympus dr,39
2069,600 block myrtle st,3
2070,600 block nbt bank pkwy,24
2071,600 block newell st,1
2072,600 block north ave,16
2073,600 block norwood ave,1
2074,600 block nottingham rd,1
2075,600 block oak st,2
2076,600 block onondaga ave,2
2077,600 block onondaga st,4
2078,600 block onondaga st e,1
2079,600 block onondaga ter,1
2080,600 block ostrander ave,2
2081,600 block oswego st,1
2082,600 block palmer ave,2
2083,600 block park ave,1
2084,600 block park st,6
2085,600 block parrish ln,3
2086,600 block pine st,3
2087,600 block pleasant ave,2
2088,600 block pond st,9
2089,600 block primrose ave,1
2090,600 block prospect ave,29
2091,600 block putnam st,4
2092,600 block renwick ave,3
2093,600 block richmond ave,2
2094,600 block roberts ave,1
2095,600 block robinson st,5
2096,600 block rowland st,1
2097,600 block rugby rd,4
2098,600 block sackett st,1
2099,600 block salina st n,4
2100,600 block salina st s,29
2101,600 block salina st to nb i 81 ramp s,1
2102,600 block scottholm blvd,1
2103,600 block second north st,1
2104,600 block sedgwick dr,1
2105,600 block seneca dr,6
2106,600 block seventh north st,1
2107,600 block seward st,1
2108,600 block shirley dr,3
2109,600 block shonnard st,1
2110,600 block shuart ave,1
2111,600 block small rd,22
2112,600 block spring st,3
2113,600 block stadium pl,43
2114,600 block stafford ave,2
2115,600 block standish dr,3
2116,600 block state st s,1
2117,600 block sterling ave,2
2118,600 block summit ave,2
2119,600 block sunset ave,2
2120,600 block taft ave,2
2121,600 block taylor st,2
2122,600 block tennyson ave,1
2123,600 block thurber st,1
2124,600 block tompkins st,2
2125,600 block townsend st s,4
2126,600 block tully st,2
2127,600 block turtle st,1
2128,600 block ulster st,1
2129,600 block union pl,3
2130,600 block university ave,6
2131,600 block university pl,6
2132,600 block valley dr,1
2133,600 block van buren st,1
2134,600 block vann st,2
2135,600 block village dr,6
2136,600 block vincent st,1
2137,600 block walnut ave,1
2138,600 block walnut pl,2
2139,600 block warham st,2
2140,600 block water st,2
2141,600 block waverly ave,4
2142,600 block webster ave,1
2143,600 block westcott st,4
2144,600 block wheaton rd,1
2145,600 block whittier ave,2
2146,600 block willow st e,1
2147,600 block willumae dr,5
2148,600 block wilson st,2
2149,600 block wolcott ave,1
2150,600 block woodbine ave,1
2151,600 block woodruff ave,1
2152,700 block academy pl,3
2153,700 block alvord st s,10
2154,700 block arthur st,2
2155,700 block ash st,1
2156,700 block ashdale ave,2
2157,700 block baker ave,1
2158,700 block barnes ave,1
2159,700 block bear st,1
2160,700 block beattie st,1
2161,700 block beech st n,1
2162,700 block beech st s,1
2163,700 block bellevue ave,1
2164,700 block berkeley dr,1
2165,700 block boston st,1
2166,700 block boyden st,1
2167,700 block brattle rd,2
2168,700 block brighton pl,1
2169,700 block brookford rd,1
2170,700 block bryant ave,3
2171,700 block burnet ave,4
2172,700 block butternut st,5
2173,700 block cadillac st,1
2174,700 block calthrop ave,1
2175,700 block cannon st,1
2176,700 block chemung st,1
2177,700 block cherry st,2
2178,700 block churchill ave,60
2179,700 block churchill ave e,1
2180,700 block clairmonte ave,2
2181,700 block clarendon st,1
2182,700 block clinton st s,6
2183,700 block clover ridge dr,1
2184,700 block coleridge ave,1
2185,700 block collingwood ave s,2
2186,700 block colvin st e,1
2187,700 block comstock ave,48
2188,700 block cortland ave,2
2189,700 block craddock st,2
2190,700 block crossett st,3
2191,700 block crouse ave s,3
2192,700 block danforth st,1
2193,700 block daybreak ln,1
2194,700 block delaware st,5
2195,700 block dewitt st,1
2196,700 block division st,2
2197,700 block division st e,2
2198,700 block edwards ave n,2
2199,700 block edwards ave s,1
2200,700 block ellis st,2
2201,700 block elm st,1
2202,700 block erie blvd e,2
2203,700 block erie st,1
2204,700 block euclid ave,4
2205,700 block fabius st,14
2206,700 block fayette st,1
2207,700 block fellows ave,1
2208,700 block fobes ave,1
2209,700 block forest hill dr,1
2210,700 block franklin st n,2
2211,700 block furman st,3
2212,700 block geddes st n,3
2213,700 block genesee st e,57
2214,700 block gertrude st,2
2215,700 block gifford st,21
2216,700 block glenwood ave,2
2217,700 block grant blvd,1
2218,700 block green st,4
2219,700 block greenwood pl,1
2220,700 block harford rd,1
2221,700 block harrison st,5
2222,700 block hawley ave,1
2223,700 block hiawatha blvd e,2
2224,700 block hiawatha blvd w,1
2225,700 block highland st,1
2226,700 block holland st,1
2227,700 block howard st,3
2228,700 block hubbell ave,1
2229,700 block hudson st,1
2230,700 block hunt ave,1
2231,700 block ivy ridge rd,1
2232,700 block james st,12
2233,700 block jamesville ave,6
2234,700 block jasper st,1
2235,700 block jefferson st,1
2236,700 block john st,3
2237,700 block kennedy st,6
2238,700 block kensington pl,1
2239,700 block kirkpatrick st,3
2240,700 block lafayette ave,1
2241,700 block laforte ave,1
2242,700 block lambreth ln,3
2243,700 block landon ave,1
2244,700 block latter dr,1
2245,700 block leavenworth ave,1
2246,700 block lemoyne ave,3
2247,700 block liberty st,1
2248,700 block lillian ave,3
2249,700 block lodi st,1
2250,700 block lowell ave n,1
2251,700 block marcellus st,1
2252,700 block marlborough rd,1
2253,700 block matson ave,1
2254,700 block melrose ave,1
2255,700 block merriman ave,2
2256,700 block midland ave,11
2257,700 block midler ave n,3
2258,700 block midler ave s,4
2259,700 block mitchell ave,1
2260,700 block montgomery st,15
2261,700 block mosley dr,1
2262,700 block nb west st to herald pl ramp,1
2263,700 block newell st,2
2264,700 block north ave,1
2265,700 block norwood ave,1
2266,700 block oakley dr e,1
2267,700 block oakwood ave,1
2268,700 block onondaga st,5
2269,700 block onondaga ter,2
2270,700 block ostrander ave,4
2271,700 block park ave,3
2272,700 block park st,2
2273,700 block pearl st,1
2274,700 block pleasant ave,1
2275,700 block pleasantview ave,1
2276,700 block pond st,8
2277,700 block primrose ave,2
2278,700 block pulaski st,2
2279,700 block raynor ave e,5
2280,700 block renwick ave,1
2281,700 block rich st,9
2282,700 block richfield ave,2
2283,700 block richmond ave,8
2284,700 block ridgewood dr,1
2285,700 block roosevelt ave,3
2286,700 block rowland st,2
2287,700 block salina st n,5
2288,700 block salina st s,18
2289,700 block salt springs rd,1
2290,700 block schuyler st,1
2291,700 block scoville ave,1
2292,700 block seeley rd,2
2293,700 block seneca dr,1
2294,700 block seneca tpke,5
2295,700 block seymour st,3
2296,700 block shonnard st,3
2297,700 block shuart ave,1
2298,700 block skytop rd,10
2299,700 block small rd,56
2300,700 block smith st,5
2301,700 block solar st,1
2302,700 block spencer st,1
2303,700 block stafford ave,1
2304,700 block state st s,1
2305,700 block stolp ave,5
2306,700 block sunnycrest rd,8
2307,700 block sunset ave,1
2308,700 block taylor st,1
2309,700 block temple st,3
2310,700 block tennyson ave,1
2311,700 block thurber st,1
2312,700 block tompkins st,2
2313,700 block tully st,11
2314,700 block turtle st,1
2315,700 block union pl,1
2316,700 block university ave,9
2317,700 block university pl,7
2318,700 block valley dr,11
2319,700 block van buren st,15
2320,700 block village dr,3
2321,700 block wadsworth st,2
2322,700 block warner ave,1
2323,700 block warren st s,19
2324,700 block washington st,1
2325,700 block washington st e,1
2326,700 block webster ave,3
2327,700 block wendell ter,1
2328,700 block westcott st,2
2329,700 block wheaton rd,1
2330,700 block whittier ave,5
2331,700 block wilbur ave s,1
2332,700 block willumae dr,5
2333,700 block winton st,19
2334,700 block wolf st,3
2335,700 block woodbine ave,2
2336,700 block wyoming st,3
2337,800 block allen st,1
2338,800 block alvord st s,1
2339,800 block atlantic ave,1
2340,800 block barnes ave,1
2341,800 block bear st,1
2342,800 block beattie st,3
2343,800 block bellevue ave,2
2344,800 block boyden st,3
2345,800 block brattle rd,4
2346,800 block brighton ave,10
2347,800 block brighton ave e,4
2348,800 block brookford rd,5
2349,800 block bryant ave,1
2350,800 block burnet ave,4
2351,800 block butternut st,10
2352,800 block cadillac st,1
2353,800 block cannon st,1
2354,800 block carbon st,2
2355,800 block clarendon st,1
2356,800 block clover ridge dr,1
2357,800 block columbus ave,4
2358,800 block colvin st,1
2359,800 block comstock ave,20
2360,800 block cortland ave,2
2361,800 block court st,1
2362,800 block crouse ave s,77
2363,800 block dakin st,1
2364,800 block danforth st,5
2365,800 block delaware st,6
2366,800 block division st e,1
2367,800 block douglas st,2
2368,800 block durston ave,2
2369,800 block edwards ave s,1
2370,800 block ellis st,2
2371,800 block elm st,2
2372,800 block emerson ave,3
2373,800 block erie blvd e,1
2374,800 block erie blvd w,2
2375,800 block euclid ave,3
2376,800 block fabius st,2
2377,800 block fayette st,1
2378,800 block franklin st n,2
2379,800 block franklin st s,2
2380,800 block garfield ave,1
2381,800 block geddes st n,1
2382,800 block genesee st,2
2383,800 block gifford st,5
2384,800 block glenwood ave,1
2385,800 block grand ave,2
2386,800 block grant blvd,1
2387,800 block harrison st,10
2388,800 block hawley ave,7
2389,800 block hiawatha blvd e,1
2390,800 block hiawatha blvd w,2
2391,800 block hickok ave,2
2392,800 block hickory st,2
2393,800 block highland st,5
2394,800 block hillsboro pkwy,1
2395,800 block hillsdale ave,1
2396,800 block hixson ave,2
2397,800 block hubbell ave,1
2398,800 block irving ave,5
2399,800 block james st,22
2400,800 block jamesville ave,1
2401,800 block john st,3
2402,800 block kimber rd,2
2403,800 block kirk ave,3
2404,800 block kirkpatrick st,2
2405,800 block lambreth ln,1
2406,800 block laurel st e,2
2407,800 block lemoyne ave,9
2408,800 block lillian ave,13
2409,800 block lodi st,3
2410,800 block marcellus st,2
2411,800 block midland ave,3
2412,800 block midler ave s,5
2413,800 block montgomery st,2
2414,800 block monticello dr n,1
2415,800 block mosley dr,1
2416,800 block mountainview ave,1
2417,800 block myrtle st,1
2418,800 block nursery ln,1
2419,800 block oak st,1
2420,800 block oakwood ave,2
2421,800 block old liverpool rd from nb i 81 ramp,1
2422,800 block oneida st,10
2423,800 block onondaga ave,1
2424,800 block onondaga blvd,12
2425,800 block onondaga rd,1
2426,800 block onondaga st,9
2427,800 block ostrander ave,2
2428,800 block oswego st,1
2429,800 block otisco st,2
2430,800 block pacific ave,3
2431,800 block park ave,1
2432,800 block park st,4
2433,800 block plum st,4
2434,800 block plymouth dr,1
2435,800 block pond st,5
2436,800 block presidential plz,8
2437,800 block pulaski st,11
2438,800 block ridgewood dr,1
2439,800 block roberts ave,2
2440,800 block rowland st,1
2441,800 block salina st n,15
2442,800 block salina st s,74
2443,800 block salt springs rd,5
2444,800 block sedgwick dr,1
2445,800 block seeley rd,1
2446,800 block seneca tpke e,1
2447,800 block seymour st,4
2448,800 block skytop rd,2
2449,800 block spring st,1
2450,800 block stafford ave,2
2451,800 block state fair blvd,1
2452,800 block state st n,8
2453,800 block state st s,2
2454,800 block summit ave,1
2455,800 block sunnycrest rd,1
2456,800 block tallman st,2
2457,800 block tennyson ave,2
2458,800 block tompkins st,2
2459,800 block townsend st n,7
2460,800 block tracy st,5
2461,800 block tully st,6
2462,800 block turtle st,2
2463,800 block ulster st,1
2464,800 block university ave,4
2465,800 block university pl,3
2466,800 block valley dr,1
2467,800 block van buren st,1
2468,800 block vine st,2
2469,800 block wadsworth st,7
2470,800 block walnut ave,1
2471,800 block warren st s,3
2472,800 block wendell ter,1
2473,800 block westcott st,5
2474,800 block westmoreland ave,2
2475,800 block whittier ave,2
2476,800 block wilbur ave s,1
2477,800 block wilkinson st,6
2478,800 block willis ave,1
2479,800 block winding ridge rd,1
2480,800 block wolcott ave,1
2481,800 block wolf st,10
2482,800 block woodbine ave,2
2483,800 block woodruff ave,1
2484,900 block allen st,1
2485,900 block arthur st,1
2486,900 block ash st,1
2487,900 block audubon pkwy,1
2488,900 block ballantyne rd,1
2489,900 block barnes ave,2
2490,900 block bear st,4
2491,900 block beattie st,1
2492,900 block beech st s,1
2493,900 block boyden st,3
2494,900 block brighton ave e,2
2495,900 block buckingham ave,1
2496,900 block burnet ave,4
2497,900 block burnet ave n,1
2498,900 block butternut st,16
2499,900 block cannon st,1
2500,900 block carbon st,3
2501,900 block catherine st,7
2502,900 block charmouth dr,1
2503,900 block clarendon st,1
2504,900 block clinton st n,5
2505,900 block clinton st s,60
2506,900 block columbus ave,2
2507,900 block colvin st,1
2508,900 block comstock ave,35
2509,900 block cortland ave,1
2510,900 block court st,8
2511,900 block court st to nb i 81 ramp,1
2512,900 block craddock st,2
2513,900 block crawford ave,1
2514,900 block crouse ave s,9
2515,900 block cumberland ave,1
2516,900 block dakin st,1
2517,900 block danforth st,1
2518,900 block delaware st,2
2519,900 block demong dr,2
2520,900 block dewitt st,2
2521,900 block division st e,13
2522,900 block elm st,1
2523,900 block erie blvd w,13
2524,900 block euclid ave,1
2525,900 block fayette st,1
2526,900 block fellows ave,2
2527,900 block geddes st s,1
2528,900 block genant dr,1
2529,900 block genesee st,3
2530,900 block genesee st e,2
2531,900 block gifford st,6
2532,900 block hamilton st,1
2533,900 block harrison st,4
2534,900 block hawley ave,4
2535,900 block helen st,4
2536,900 block hiawatha blvd w,3
2537,900 block hickory st,3
2538,900 block irving ave,1
2539,900 block james st,26
2540,900 block kingsley pl,3
2541,900 block kirkpatrick st,1
2542,900 block lemoyne ave,2
2543,900 block lodi st,2
2544,900 block madison st,6
2545,900 block mcbride st n,1
2546,900 block midland ave,1
2547,900 block midler ave s,1
2548,900 block montgomery st,1
2549,900 block mosley dr,2
2550,900 block myrtle st,1
2551,900 block nb west street arterial,1
2552,900 block nottingham rd,1
2553,900 block oneida st,1
2554,900 block onondaga lake pkwy to park st ramp,1
2555,900 block onondaga st,20
2556,900 block otisco st,1
2557,900 block park ave,7
2558,900 block park st,1
2559,900 block plymouth dr,4
2560,900 block pond st,1
2561,900 block presidential plz,9
2562,900 block richmond ave,2
2563,900 block roberts ave,2
2564,900 block robinson st,6
2565,900 block rock cut rd,1
2566,900 block salina st n,8
2567,900 block salina st s,20
2568,900 block salisbury park dr,4
2569,900 block salt springs rd,2
2570,900 block second north st,9
2571,900 block seneca tpke e,7
2572,900 block seymour st,1
2573,900 block skytop rd,3
2574,900 block solar st,1
2575,900 block south ave,3
2576,900 block state st s,17
2577,900 block stolp ave,3
2578,900 block sunnycrest rd,1
2579,900 block teall ave,3
2580,900 block thompson rd,6
2581,900 block townsend st n,4
2582,900 block ulster st,2
2583,900 block valley dr,4
2584,900 block vine st,1
2585,900 block walnut ave,8
2586,900 block warren st s,5
2587,900 block west st from eb i 690 ramp,1
2588,900 block west st s,3
2589,900 block westmoreland ave,5
2590,900 block wilbur ave s,1
2591,900 block willow st e,1
2592,900 block wolcott ave,1
2593,900 block wolf st,4
