,Address,Fire alarm
1790,221 LAKEVIEW Ave,1
1791,221 LAMBRETH Ln,1
1792,221 LINCOLN Ave,1
1793,221 LORRAINE Ave,1
1794,221 MIDLAND Ave,1
1795,221 SEARLWYN Rd,1
1796,221 SEDGWICK St,1
1797,221 W MATSON Ave,1
1798,221 WARNER Ave,1
1799,2211 LODI St,1
1800,2215 S STATE St,1
1801,222 CRAWFORD Ave,1
1802,222 CRIPPEN Ave,1
1803,222 CROYDEN Rd,1
1804,222 HALL Ave,1
1805,222 MERRILL St,2
1806,222 MILFORD Dr E,1
1807,222 MOORE Ave,1
1808,222 RIVERDALE Dr,2
1809,222 SHONNARD St,2
1810,222 SUNSTRUCK Dr,4
1811,222 TEALL Ave,1
1812,222 WADSWORTH St,1
1813,222 WAVERLY Ave,2
1814,222 WYOMING St,11
1815,2221 BELLEVUE Ave,1
1816,2221 ERIE Blvd E,1
1817,2223 E GENESEE St,9
1818,223 CARBON St,1
1819,223 KELLOGG St,1
1820,223 MERRIMAN Ave,1
1821,223 OAKWOOD Ave,1
1822,223 SUNRISE Dr,1
1823,2232 GRANT Blvd,2
1824,224 CRIPPEN Ave,2
1825,224 HARRISON St,3
1826,224 HERRIMAN St,1
1827,224 HICKOK Ave,1
1828,224 MILES Ave,1
1829,224 N COLLINGWOOD Ave,1
1830,224 ROCKLAND Ave,2
1831,224 S COLLINGWOOD Ave,1
1832,224 S GEDDES St,1
1833,224 W GLEN Ave,1
1834,224 WARNER Ave,1
1835,224 WASHINGTON Sq,1
1836,2247 VALLEY Dr,1
1837,2247 VALLEY DR Dr,1
1838,225 GREENWOOD Pl,1
1839,225 HERRIMAN St,1
1840,225 PACIFIC Ave,1
1841,225 WILKINSON St,4
1842,226 DALE St,2
1843,226 LONGMEADOW Dr,1
1844,226 MERRIMAN Ave,1
1845,226 TEALL Ave,1
1846,226 VANN St,4
1847,226 W MATSON Ave,2
1848,227 BRAMPTON Rd,1
1849,227 DELAWARE St,1
1850,227 DELHI St,1
1851,227 GARFIELD Ave,1
1852,227 MAGNOLIA St,2
1853,227 RICH St,3
1854,227 SEDGWICK St,2
1855,227 W FAYETTE St,1
1856,228 ARNOLD Ave,1
1857,228 LAFAYETTE Rd,3
1858,228 MARGUERITE Ave,1
1859,228 MERRILL St,2
1860,228 PUTNAM St,1
1861,228 ROBINEAU Rd,1
1862,229 ASHWORTH Pl,1
1863,229 FITCH St,5
1864,229 HAYDEN Ave,1
1865,229 HIER Ave,1
1866,229 LINCOLN Ave,1
1867,229 MOORE Ave,1
1868,229 NICHOLS Ave,1
1869,229 RICHMOND Ave,1
1870,229 SEYMOUR St,1
1871,229 TWIN HILLS Dr,1
1872,230 BEECHER St,1
1873,230 CLEVELAND Ave,1
1874,230 EDGEMONT Dr,1
1875,230 MILES Ave,1
1876,230 ROBINSON St,1
1877,230 W GENESEE St,1
1878,230 W WILLOW St,1
1879,2300 LODI St,4
1880,2309 BELLEVUE Ave,2
1881,231 E SENECA Tpke,1
1882,231 FITCH St,1
1883,231 SCOTT Ave,1
1884,2315 LODI St,11
1885,2319 LODI St,1
1886,232 BUCKINGHAM Ave,2
1887,232 MERRILL St,1
1888,232 SEELEY Rd,2
1889,232 TAFT Ave,1
1890,2327 E FAYETTE St,1
1891,2328 JAMES St,1
1892,2329 JAMES St,3
1893,233 E WASHINGTON St,1
1894,233 FITCH St,2
1895,233 FURMAN St,2
1896,233 GRANT Blvd,2
1897,233 MCKINLEY Ave,1
1898,233 ROOSEVELT Ave,1
1899,233 W NEWELL St,1
1900,233 WOODBINE Ave,1
1901,234 DEWITT St,1
1902,234 EVALEEN Ave,11
1903,234 KELLOGG St,1
1904,234 SCOTTHOLM Ter,1
1905,2340 BELLEVUE Ave,1
1906,235 LILLIAN Ave,1
1907,235 MATHER St,1
1908,236 MARLBOROUGH Rd,1
1909,236 MCKINLEY Ave,1
1910,236 NICHOLS Ave,1
1911,236 WOODBINE Ave,1
1912,237 OAKLEY Dr E,1
1913,237 WASHINGTON Sq,5
1914,2378 JAMES St,1
1915,238 W JEFFERSON St,1
1916,238 W WILLOW St,1
1917,2384 JAMES St,3
1918,239 FURMAN St,1
1919,239 RICHMOND Ave,1
1920,239 RIDER Ave,2
1921,239 W FAYETTE St,1
1922,240 E ONONDAGA St,1
1923,240 GLENWOOD Ave,1
1924,240 LILAC St,2
1925,240 W BRIGHTON Ave,1
1926,2400 GRANT Blvd,5
1927,2404 S SALINA St,1
1928,2408 LODI St,1
1929,2409 LODI St,1
1930,241 BEATTIE St,1
1931,241 E GENESEE St,1
1932,241 KINNE St,1
1933,241 LAFAYETTE Rd,19
1934,241 MALVERNE Dr,1
1935,241 S COLLINGWOOD Ave,8
1936,241 W FAYETTE St,2
1937,241 W OSTRANDER Ave,1
1938,241 WOODBINE Ave,1
1939,2410 E GENESEE St,2
1940,2411 GRANT Blvd,1
1941,2411 MIDLAND Ave,1
1942,2412 E GENESEE St,1
1943,2412 S SALINA St,2
1944,2414 LODI St,1
1945,242 GRUMBACH Ave,1
1946,242 MELBOURNE Ave,2
1947,242 SENECA Dr,2
1948,242 SHERWOOD Ave,1
1949,242 W OSTRANDER Ave,1
1950,2422 LODI St,1
1951,2425 JAMES St,1
1952,2426 SOUTH Ave,2
1953,243 MATHER St,1
1954,243 PALMER Ave,3
1955,2432 S SALINA St,1
1956,244 CROLY St,1
1957,244 DALE St,1
1958,2442 ERIE Blvd E,4
1959,2443 JAMES St,1
1960,245 BRUCE St,1
1961,245 EVALEEN Ave,1
1962,245 MARTIN LUTHER KING W,6
1963,245 MOORE Ave,8
1964,245 NORTH Ave,1
1965,245 PRIMROSE Ave,2
1966,245 STAFFORD Ave,1
1967,245 W CALTHROP Ave,1
1968,2450 JAMES St,1
1969,246 GRUMBACH Ave,1
1970,246 MCLENNAN Ave,1
1971,246 N MIDLER Ave,1
1972,246 RICHMOND Ave,1
1973,246 W WILLOW St,2
1974,246 WEBSTER Ave,1
1975,247 HIER Ave,2
1976,247 W FAYETTE St,4
1977,248 ASHDALE Ave,1
1978,248 BURNS Ave,1
1979,248 MILES Ave,1
1980,248 SCOTTHOLM Ter,1
1981,248 STAFFORD Ave,1
1982,248 W OSTRANDER Ave,1
1983,249 HARRISON St,1
1984,250 GRANT Blvd,2
1985,250 HARRISON St,2
1986,2500 ERIE Blvd E,1
1987,2500 JAMES St,1
1988,2501 ERIE Blvd E,1
1989,251 FOBES Ave,1
1990,251 FURMAN St,1
1991,251 GLENWOOD Ave,1
1992,251 MARKLAND Ave,1
1993,251 SENECA Dr,1
1994,251 W BORDEN Ave,1
1995,251 W BRIGHTON Ave,1
1996,2515 ERIE Blvd E,4
1997,2515 GRANT Blvd,2
1998,2516 LODI St,1
1999,2517 MIDLAND Ave,1
2000,252 ASHDALE Ave,1
2001,252 FITCH St,1
2002,252 GRANT Blvd,2
2003,252 MILES Ave,1
2004,252 W KENNEDY St,1
2005,253 ROOSEVELT Ave,1
2006,253 WEBSTER Ave,1
2007,254 FURMAN St,1
2008,254 LILAC St,2
2009,254 MARTIN LUTHER KING W,1
2010,254 W LAFAYETTE Ave,1
2011,2546 JAMES St,1
2012,255 HUDSON St,1
2013,255 RICHFIELD Ave,1
2014,255 W BORDEN Ave,2
2015,256 FOREST HILL Dr,1
2016,256 NICHOLS Ave,1
2017,256 W FAYETTE St,1
2018,257 MARKLAND Ave,1
2019,257 W CALTHROP Ave,1
2020,258 CROLY St,1
2021,258 E ADAMS St,3
2022,258 N EDWARDS Ave,1
2023,2582 ERIE Blvd E,1
2024,259 FELLOWS Ave,1
2025,259 FOBES Ave,7
2026,259 N MIDLER Ave,2
2027,260 FITCH St,1
2028,260 W GENESEE St,4
2029,2600 ERIE Blvd E,1
2030,2619 JAMES St,5
2031,2620 ERIE Blvd E,1
2032,263 CROLY St,1
2033,263 MATHER St,6
2034,2634 E FAYETTE St,1
2035,2636 E FAYETTE St,1
2036,2637 JAMES St,1
2037,264 FURMAN St,1
2038,2648 S SALINA St,2
2039,2649 ERIE Blvd E,2
2040,265 GRAND Ave,1
2041,265 MATHER St,1
2042,265 NICHOLS Ave,1
2043,267 RIGI Ave,1
2044,267 W LAFAYETTE Ave,1
2045,268 CLOVER RIDGE Dr,4
2046,268 EMPIRE Ave,2
2047,268 NORWOOD Ave,2
2048,268 ROSS Park,1
2049,269 DALE St,1
2050,269 NORWOOD Ave,1
2051,269 S COLLINGWOOD Ave,1
2052,269 STAFFORD Ave,1
2053,2704 LODI St,1
2054,271 KIRK Ave,2
2055,2713 BURNET Ave,1
2056,2715 MIDLAND Ave,1
2057,272 ESF CAMPUS Dr W,1
2058,272 TAFT Ave,1
2059,2721 ERIE Blvd E,1
2060,2722 BURNET Ave,1
2061,2727 GRANT Blvd,1
2062,2727 JAMES St,1
2063,273 GENESEE PARK Dr,4
2064,273 N COLLINGWOOD Ave,1
2065,274 GENESEE PARK Dr,1
2066,274 HAZELHURST Ave,1
2067,2743 ERIE Blvd E,1
2068,275 CORTLAND Ave,6
2069,275 GENESEE PARK Dr,1
2070,279 BRYANT Ave,1
2071,280 HARRIETTE Ave,1
2072,2800 E GENESEE St,1
2073,2801 JAMES St,1
2074,2802 JAMES St,1
2075,2815 ERIE Blvd E,1
2076,2817 BURNET Ave,2
2077,2819 GRANT Blvd,1
2078,2819 MIDLAND Ave,1
2079,2820 GRANT Blvd,1
2080,2823 GRANT Blvd,1
2081,2826 S SALINA St,2
2082,2827 GRANT Blvd,1
2083,2828 JAMES St,4
2084,2840 ERIE Blvd E,1
2085,2841 ERIE Blvd E,2
2086,2844 GRANT Blvd,1
2087,2851 ERIE Blvd E,1
2088,2859 S SALINA St,10
2089,2862 S SALINA St,1
2090,2876 ERIE Blvd E,1
2091,2877 LODI St,1
2092,288 N EDWARDS Ave,1
2093,290 W JEFFERSON St,1
2094,2908 S SALINA St,1
2095,2912 JAMES St,2
2096,2913 BURNET Ave,1
2097,292 N EDWARDS Ave,1
2098,2921 BURNET Ave,2
2099,2921 JAMES St,2
2100,2935 S SALINA St,7
2101,294 AINSLEY Dr,1
2102,2943 ERIE Blvd E,3
2103,295 N MIDLER Ave,1
2104,2960 ERIE Blvd E,1
2105,3 CENTENNIAL Dr,4
2106,3 CORCORAN Ct,1
2107,3 DAYBREAK Ln,1
2108,3 KINGSLEY Pl,1
2109,30 S SALINA ST TO NB I 81 Ramp,1
2110,300 APPLE St,1
2111,300 AUDUBON Pkwy,12
2112,300 BRUCE St,1
2113,300 BURT St,26
2114,300 CARBON St,3
2115,300 CHEMUNG St,1
2116,300 CLARENCE Ave,2
2117,300 COMSTOCK Ave,2
2118,300 DEMONG Dr,2
2119,300 E FAYETTE St,1
2120,300 ERIE Blvd W,1
2121,300 GARFIELD Ave,1
2122,300 GIFFORD St,1
2123,300 HAWLEY Ave,1
2124,300 HIGHRIDGE Dr,1
2125,300 KIRKPATRICK St,1
2126,300 LODI St,1
2127,300 LOMA Ave,1
2128,300 MAINS Ave,1
2129,300 MOUNT OLYMPUS Dr,39
2130,300 N SALINA St,1
2131,300 NBT BANK Pkwy,24
2132,300 POND St,9
2133,300 S COLLINGWOOD Ave,1
2134,300 S EDWARDS Ave,1
2135,300 S GEDDES St,1
2136,300 S MIDLER Ave,1
2137,300 S STATE St,1
2138,300 UNIVERSITY Ave,6
2139,300 W FAYETTE St,4
2140,300 W OSTRANDER Ave,1
2141,300 WAVERLY Ave,2
2142,300 WILLUMAE Dr,1
2143,300BLK BUCKINGHAM Ave,1
2144,300BLK GLENWOOD Ave,1
2145,300BLK HARTSON St,1
2146,300BLK KENSINGTON Pl,1
2147,300BLK LAKEVIEW Ave,1
2148,301 ASH St,1
2149,301 BELLEVUE Ave,1
2150,301 COLERIDGE Ave,1
2151,301 COLUMBUS Ave,5
2152,301 CROSSETT St,4
2153,301 ERIE St,5
2154,301 GRIFFITHS St,1
2155,301 HERBERT St,1
2156,301 HOLMES St,1
2157,301 PARRISH Ln,3
2158,301 PROSPECT Ave,29
2159,301 S ALVORD St,1
2160,301 S BEECH St,2
2161,301 SEDGWICK Dr,1
2162,301 STAFFORD Ave,1
2163,301 UNIVERSITY Pl,6
2164,301 VALLEY Dr,1
2165,301 W FAYETTE St,3
2166,3016 ERIE Blvd E,1
2167,3017 ERIE Blvd E,2
2168,3019 ERIE Blvd E,1
2169,302 FABIUS St,1
2170,302 HIER Ave,1
2171,302 HOVEY St,1
2172,302 KELLOGG St,1
2173,302 KRAMER Dr,2
2174,302 MARSHALL St,1
2175,302 N MCBRIDE St,1
2176,302 S SALINA St,1
2177,302 UNION Pl,3
2178,3023 ERIE Blvd E,1
2179,303 BOYDEN St,1
2180,303 JOHN St,1
2181,303 KIMBER Rd,1
2182,303 PINE St,2
2183,303 S ALVORD St,1
2184,303 STADIUM Pl,43
2185,303 STANDISH Dr,3
2186,303 STERLING Ave,1
2187,304 COURT St,39
2188,304 DEWITT Rd,1
2189,304 E ONONDAGA St,1
2190,304 ESSEX St,1
2191,304 GREENWOOD Pl,1
2192,304 HAWLEY Ave,1
2193,304 HERBERT St,1
2194,304 HIAWATHA Blvd E,1
2195,304 KELLOGG St,2
2196,304 MELROSE Ave,1
2197,304 MERRIMAN Ave,1
2198,304 PARK St,1
2199,304 PUTNAM St,1
2200,304 RENWICK Ave,1
2201,304 ROWLAND St,1
2202,304 S BEECH St,1
2203,304 S SALINA St,6
2204,304 W JEFFERSON St,2
2205,304 WALNUT Pl,1
2206,3049 E GENESEE St,1
2207,305 CHEMUNG St,1
2208,305 COLUMBUS Ave,2
2209,305 COMSTOCK Ave,1
2210,305 ELM St,1
2211,305 GREENWAY Ave,1
2212,305 HARTSON St,1
2213,305 MYRTLE St,3
2214,305 OAK St,1
2215,305 ONONDAGA Ave,2
2216,305 PUTNAM St,1
2217,305 ROBINSON St,3
2218,305 STERLING Ave,1
2219,305 W BEARD Ave,1
2220,305 W PLEASANT Ave,1
2221,3056 BURNET Ave,1
2222,306 ARTHUR St,1
2223,306 BASIN St,2
2224,306 BEECHER St,1
2225,306 BROAD St,1
2226,306 CLARENCE Ave,1
2227,306 HILLSIDE St,1
2228,306 JOHN St,1
2229,306 MARTIN St,1
2230,306 MERRIMAN Ave,1
2231,306 N EDWARDS Ave,1
2232,306 N MCBRIDE St,1
2233,306 S BEECH St,1
2234,306 SCOTTHOLM Blvd,1
2235,306 SENECA Dr,4
2236,306 SEWARD St,1
2237,306 SUNSET Ave,1
2238,306 VAN BUREN St,1
2239,306 W PLEASANT Ave,1
2240,306 WALNUT Ave,1
2241,306 WALNUT Pl,1
2242,306 WILLUMAE Dr,1
2243,3062 ERIE Blvd E,7
2244,3065 ERIE Blvd E,1
2245,3068 ERIE Blvd E,1
2246,307 BEAR St,1
2247,307 CARBON St,1
2248,307 CATHERINE St,1
2249,307 ERIE St,1
2250,307 GIFFORD St,5
2251,307 HAWLEY Ave,6
2252,307 KNAUL St,1
2253,307 LILLIAN Ave,3
2254,307 PINE St,1
2255,307 RUGBY Rd,3
2256,307 S ALVORD St,1
2257,307 S BEECH St,1
2258,307 S CLINTON St,2
2259,307 S TOWNSEND St,4
2260,307 SUMMIT Ave,1
2261,307 TOMPKINS St,1
2262,307 ULSTER St,1
2263,307 VILLAGE Dr,2
2264,308 BRADFORD Pkwy,4
2265,308 BURNET Ave,3
2266,308 CATHERINE St,1
2267,308 CLEVELAND Ave,1
2268,308 COURT St,1
2269,308 HAWLEY Ave,1
2270,308 HIGHLAND St,1
2271,308 KINNE St,1
2272,308 LILLIAN Ave,1
2273,308 PALMER Ave,1
2274,308 S FRANKLIN St,10
2275,308 SUNSET Ave,1
2276,308 THURBER St,1
2277,308 WHITTIER Ave,1
2278,309 CRADDOCK St,1
2279,309 DRISCOLL Ave,1
2280,309 MONTICELLO Dr N,1
2281,309 PUTNAM St,1
2282,309 S FRANKLIN St,2
2283,309 SMALL Rd,5
2284,309 SUMMIT Ave,1
2285,309 VILLAGE Dr,2
2286,309 W BRIGHTON Ave,11
2287,310 BARRINGTON Rd,1
2288,310 CORTLAND Ave,1
2289,310 ELSNER St,1
2290,310 HOLLAND St,1
2291,310 LAFORTE Ave,1
2292,310 LEWIS St,2
2293,310 LEXINGTON Ave,1
2294,310 MONTGOMERY St,7
2295,310 ROBINSON St,1
2296,310 S CROUSE Ave,1
2297,310 VANN St,1
2298,310 W CALTHROP Ave,1
2299,310 W KIRKPATRICK St,11
2300,3100 E GENESEE St,2
2301,311 BEECHER St,2
2302,311 BUCKINGHAM Ave,1
2303,311 GRAND Ave,1
2304,311 HIAWATHA Blvd W,14
2305,311 KIRKPATRICK St,1
2306,311 MILTON Ave,1
2307,311 MONTGOMERY St,3
2308,311 NORTH Ave,14
2309,311 S FRANKLIN St,1
2310,311 SMALL Rd,4
2311,311 TULLY St,1
2312,311 W FAYETTE St,13
2313,311 WAVERLY Ave,2
2314,312 BURDICK Ave,1
2315,312 CLAIRMONTE Ave,1
2316,312 GIFFORD St,11
2317,312 HAMILTON St,1
2318,312 N MIDLER Ave,2
2319,312 OSWEGO St,1
2320,312 PARK Ave,1
2321,312 PARK St,2
2322,312 SENECA Dr,2
2323,312 TURTLE St,1
2324,312 WESTCOTT St,1
2325,3123 BURNET Ave,1
2326,313 ACADEMY Pl,1
2327,313 CHEMUNG St,1
2328,313 E WILLOW St,1
2329,313 HIGHRIDGE Dr,1
2330,313 LAFORTE Ave,1
2331,313 LIBERTY St,2
2332,313 MARLBOROUGH Rd,1
2333,313 N GEDDES St,3
2334,313 SECOND NORTH St,1
2335,313 SHUART Ave,1
2336,313 VANN St,1
2337,314 AVERY Ave,6
2338,314 FITCH St,2
2339,314 GRANT Ave,2
2340,314 GREEN St,3
2341,314 HUDSON St,12
2342,314 LOMA Ave,1
2343,314 MALVERNE Dr,1
2344,314 PUTNAM St,1
2345,315 CATHERINE St,2
2346,315 COMSTOCK Ave,1
2347,315 ESSEX St,1
2348,315 HURLBURT Rd,1
2349,315 KENWOOD Ave,1
2350,315 KIRKPATRICK St,1
2351,315 MONTGOMERY St,1
2352,315 N CROUSE Ave,1
2353,315 N MIDLER Ave,7
2354,315 PALMER Ave,1
2355,315 S BEECH St,1
2356,315 S CROUSE Ave,3
2357,315 SMALL Rd,13
2358,315 SPRING St,2
2359,316 BASIN St,1
2360,316 FURMAN St,1
2361,316 GRANT Ave,1
2362,316 GREEN St,1
2363,316 NOTTINGHAM Rd,1
2364,316 OAK St,1
2365,316 S COLLINGWOOD Ave,1
2366,316 S EDWARDS Ave,1
2367,316 TENNYSON Ave,1
2368,316 WOLCOTT Ave,1
2369,317 BUTTERNUT St,1
2370,317 FURMAN St,1
2371,317 KELLOGG St,2
2372,317 MONTGOMERY St,1
2373,317 ROBERTS Ave,1
2374,317 RUGBY Rd,1
2375,317 S GEDDES St,2
2376,317 SACKETT St,1
2377,317 TOMPKINS St,1
2378,317 WOODRUFF Ave,1
2379,318 CARLTON Rd,1
2380,318 E DIVISION St,1
2381,318 FABIUS St,1
2382,318 GREENWAY Ave,1
2383,318 N BEECH St,1
2384,318 ROBINSON St,1
2385,319 BELLEVUE Ave,1
2386,319 HELEN St,1
2387,319 LEAVENWORTH Ave,1
2388,319 NORTH Ave,1
2389,319 PARK St,1
2390,319 S SALINA St,1
2391,319 SHIRLEY Dr,1
2392,320 ARLINGTON Ave,1
2393,320 FARMER St,2
2394,320 GREENWAY Ave,1
2395,320 HUBBELL Ave,1
2396,320 MONTGOMERY St,2
2397,320 N MIDLER Ave,1
2398,320 SHONNARD St,1
2399,320 TAFT Ave,1
2400,320 W TAYLOR St,2
2401,3201 BURNET Ave,1
2402,321 GIFFORD St,1
2403,321 GRANT Ave,1
2404,321 N BEECH St,1
2405,321 ONONDAGA Ter,1
2406,321 S CLINTON St,4
2407,321 S MIDLER Ave,1
2408,321 W FAYETTE St,2
2409,321 W ONONDAGA St,4
2410,321 WESTCOTT St,1
2411,3210 MIDLAND Ave,1
2412,3215 JAMES St,2
2413,3218 JAMES St,1
2414,322 BAKER Ave,1
2415,322 HAWLEY Ave,1
2416,322 HILLVIEW Ave,1
2417,322 TULLY St,1
2418,322 W KENNEDY St,1
2419,322 WEBSTER Ave,1
2420,3229 E GENESEE St,2
2421,323 FELLOWS Ave,1
2422,323 KENWOOD Ave,1
2423,323 KIMBER Rd,2
2424,323 N SALINA St,1
2425,323 W FAYETTE St,1
2426,323 W NEWELL St,1
2427,324 ALLEN St,1
2428,324 CRAIG St,1
2429,324 MILDRED Ave,1
2430,324 RENWICK Ave,2
2431,324 W WATER St,2
2432,325 BERKSHIRE Ave,1
2433,325 HILLVIEW Ave,1
2434,325 JAMES St,1
2435,325 N MIDLER Ave,1
2436,325 RICHMOND Ave,1
2437,325 S CLINTON St,1
2438,325 SHIRLEY Dr,1
2439,326 APPLE St,1
2440,326 BEECHER St,1
2441,326 GIFFORD St,1
2442,326 GRANT Blvd,1
2443,326 HIAWATHA BLVD E,1
2444,326 SPRING St,1
2445,327 HOEFLER St,1
2446,327 MALVERNE Dr,1
2447,327 N SALINA St,1
2448,327 VILLAGE Dr,1
2449,327 W FAYETTE St,3
2450,327 WESTCOTT St,1
2451,328 NORTH Ave,1
2452,328 PARK St,2
2453,328 W OSTRANDER Ave,1
2454,328 WHITTIER Ave,1
2455,328 WOODBINE Ave,1
2456,329 HICKOK Ave,1
2457,329 HOEFLER St,1
2458,329 KENSINGTON Pl,1
2459,329 MERRITT Ave,1
2460,329 PRIMROSE Ave,1
2461,329 VILLAGE Dr,1
2462,329 WARHAM St,2
2463,329 WHEATON Rd,1
2464,329 WILLUMAE Dr,3
2465,3291 E GENESEE St,1
2466,330 CHINOOK Dr,2
2467,330 HILLVIEW Ave,1
2468,330 LYDELL St,1
2469,330 MONTGOMERY St,15
2470,330 N BEECH St,3
2471,330 N SALINA St,1
2472,330 RICHMOND Ave,1
2473,330 VINCENT St,1
2474,330 W CALTHROP Ave,1
2475,3300 JAMES St,1
2476,331 CRAIG St,1
2477,331 FITCH St,1
2478,331 WESTCOTT St,1
2479,331 WILSON St,2
2480,332 APPLE St,1
2481,332 GREEN St,1
2482,332 HILLSIDE St,2
2483,332 SEVENTH NORTH St,1
2484,332 SHIRLEY Dr,1
2485,3325 BURNET Ave,1
2486,3325 JAMES St,1
2487,333 E WASHINGTON St,1
2488,333 OAKLEY Dr E,1
2489,333 ROWLAND St,1
2490,334 CLAIRMONTE Ave,1
2491,334 RICHMOND Ave,2
2492,334 W SENECA Tpke,1
2493,335 BOSTON St,1
2494,335 HOLLAND St,1
2495,335 HUBBELL Ave,1
2496,335 MONTGOMERY St,1
2497,335 SHONNARD St,1
2498,335 VALLEY Dr,11
2499,336 COMSTOCK Ave,4
2500,336 FELLOWS Ave,1
2501,336 PRIMROSE Ave,1
2502,336 RICHFIELD Ave,2
2503,336 WARNER Ave,1
2504,337 N MIDLER Ave,1
2505,337 VILLAGE Dr,1
2506,337 WHITTIER Ave,1
2507,338 BERKELEY Dr,1
2508,338 GIFFORD St,11
2509,338 JAMESVILLE Ave,5
2510,338 RICHMOND Ave,1
2511,338 ROOSEVELT Ave,1
2512,339 KENSINGTON Pl,1
2513,339 N BEECH St,1
2514,339 PARK St,1
2515,339 W JEFFERSON St,1
2516,339 W KENNEDY St,1
2517,3397 S SALINA St,1
2518,340 COLERIDGE Ave,1
2519,340 JASPER St,1
2520,340 MONTGOMERY St,7
2521,340 N EDWARDS Ave,1
2522,340 WINTON St,19
2523,3401 BURNET Ave,1
2524,341 FOBES Ave,1
2525,341 FURMAN St,1
2526,341 PARK St,1
2527,341 VILLAGE Dr,1
2528,341 WHITTIER Ave,1
2529,342 W SENECA Tpke,1
2530,3426 S SALINA St,2
2531,343 HUDSON St,1
2532,343 RICH St,2
2533,3435 BURNET Ave,1
2534,344 BAKER Ave,1
2535,344 BRYANT Ave,1
2536,344 FOREST HILL Dr,1
2537,344 S MIDLER Ave,1
2538,344 S WARREN St,14
2539,3446 BURNET Ave,1
2540,345 GREEN St,2
2541,345 JAMESVILLE Ave,1
2542,345 S WARREN St,3
2543,346 FURMAN St,1
2544,346 W CALTHROP Ave,1
2545,347 CORTLAND Ave,2
2546,347 W KENNEDY St,1
2547,347 W MATSON Ave,1
2548,348 GERTRUDE St,1
2549,348 RENWICK Ave,1
2550,348 S MIDLER Ave,2
2551,349 ASHDALE Ave,1
2552,349 PRIMROSE Ave,1
2553,349 RICHMOND Ave,1
2554,349 SEYMOUR St,1
2555,349 W PLEASANT Ave,1
2556,349 W SENECA Tpke,1
2557,350 CROSSETT St,1
2558,350 GREEN St,1
2559,350 N SALINA St,1
2560,350 RICH St,3
2561,350 W FAYETTE St,1
2562,350 WEBSTER Ave,1
2563,3509 JAMES St,2
2564,351 S WARREN St,2
2565,3515 MIDLAND Ave,1
2566,352 STAFFORD Ave,1
2567,3528 E GENESEE St,4
2568,353 HARFORD Rd,1
2569,353 W WASHINGTON St,1
2570,3535 JAMES St,1
2571,354 GREEN St,1
2572,354 N EDWARDS Ave,1
2573,354 WADSWORTH St,2
2574,355 BRYANT Ave,2
2575,355 CLAIRMONTE Ave,1
2576,358 MARLBOROUGH Rd,1
2577,358 W NEWELL St,1
2578,3606 JAMES St,5
2579,361 ASHDALE Ave,1
2580,361 LILLIAN Ave,2
2581,362 CLOVER RIDGE Dr,1
2582,362 S SALINA St,2
2583,3624 MIDLAND Ave,6
2584,364 WEBSTER Ave,1
2585,3644 MIDLAND Ave,1
2586,3647 MIDLAND Ave,1
2587,365 FURMAN St,1
2588,366 GERTRUDE St,1
2589,368 S COLLINGWOOD Ave,2
2590,368 S MIDLER Ave,1
2591,368 W KENNEDY St,1
2592,368 WEBSTER Ave,1
2593,369 WILLUMAE Dr,3
2594,372 WOODBINE Ave,2
2595,3724 S SALINA St,1
2596,373 SPENCER St,1
2597,373 WILLUMAE Dr,1
2598,375 W KENNEDY St,1
2599,377 W KENNEDY St,1
2600,377 W ONONDAGA St,1
2601,379 W KENNEDY St,1
2602,38 NB WEST ST TO HERALD PL Ramp,1
2603,380 N MIDLER Ave,1
2604,381 HIAWATHA Blvd W,1
2605,381 MIDLAND Ave,2
2606,3818 S SALINA St,1
2607,382 NORWOOD Ave,1
2608,386 N MIDLER Ave,1
2609,3901 S SALINA St,3
2610,3902 S SALINA St,1
2611,3915 S SALINA St,1
2612,397 LILLIAN Ave,1
2613,398 W NEWELL St,1
2614,399 LEMOYNE Ave,1
2615,4 DAYBREAK Ln,1
2616,400 CADILLAC St,1
2617,400 COMSTOCK Ave,39
2618,400 ERIE Blvd E,2
2619,400 HUNT Ave,1
2620,400 JAMES St,3
2621,400 LEAVENWORTH Ave,1
2622,400 LODI St,1
2623,400 PULASKI St,2
2624,400 S CLINTON St,2
2625,400 S SALINA St,1
2626,400 SEYMOUR St,1
2627,400 SUNNYCREST Rd,8
2628,400 W ARTHUR St,1
2629,400 W DIVISION St,1
2630,400 W ONONDAGA St,1
2631,400 WYOMING St,1
2632,4001 S SALINA St,2
2633,400BLK BELLEVUE Ave,1
2634,400BLK ELLIS St,1
2635,400BLK ERIE St,1
2636,400BLK MARCELLUS St,1
2637,401 BRATTLE Rd,1
2638,401 BUTTERNUT St,2
2639,401 CLARENDON St,1
2640,401 E DIVISION St,1
2641,401 EUCLID Ave,4
2642,401 HARRISON St,5
2643,401 LANDON Ave,1
2644,401 LEMOYNE Ave,2
2645,401 MONTGOMERY St,1
2646,401 S CLINTON St,3
2647,401 SKYTOP Rd,10
2648,401 SMALL Rd,5
2649,401 SMITH St,4
2650,401 UNIVERSITY Pl,1
2651,401 VAN BUREN St,15
2652,401 W DIVISION St,1
2653,401 W KIRKPATRICK St,1
2654,401 W SENECA Tpke,1
2655,402 HIGHLAND St,1
2656,402 IVY RIDGE Rd,1
